ProspectiveBuyerKey,ProspectAlternateKey,FirstName,MiddleName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,City,StateProvinceCode,PostalCode,Phone,Salutation,Unknown,BikeBuyer,PredictProbability
1009,863,Janelle,,Mehta,1973-10-18 00:00:00,M,F,jmehta@proseware.com,40000,0,0,Graduate D,Clerical,1,0,4422 Mariposa,,Lynnwood,WA,98036,1 (11) 500 555-0186,Ms.,1,1,0.63394120421317401
1014,6088,Javier,M,Moreno,1973-01-05 00:00:00,M,M,jmoreno@alpineskihouse.com,100000,1,0,Graduate D,Management,0,0,3612 Vista Place,,Colma,CA,94014,1 (11) 500 555-0185,Mr.,4,1,0.63394120421317401
1015,3274,Jerome,,Moreno,1962-07-11 00:00:00,S,M,jmoreno@lucernepublishing.com,30000,1,0,Graduate D,Clerical,0,0,25800 Gallitin Rd.no.,,Nashville,TN,37203,1 (11) 500 555-0189,Mr.,5,1,0.63394120421317401
1021,94057115316,Jasmine,D,Morris,1963-05-05 00:00:00,S,F,jmorris@thephone-company.com,40000,2,0,Partial Co,Clerical,0,1,4190 Trujillo,,Sedro Woolley,WA,98284,185-555-0194,Ms.,1,1,0.55209115098587702
1022,4853,Joe,,Munoz,1969-01-11 00:00:00,S,M,jmunoz@adventure-works.com,50000,3,3,Bachelors,Skilled Manual,1,3,7118 Elliott Dr.,,Chula Vista,CA,91910,370-555-0135,Mr.,4,1,0.56077962044793983
1023,3275,Jerome,A,Munoz,1946-10-21 00:00:00,S,M,jmunoz@baldwinmuseumofscience.com,20000,1,0,Partial Co,Manual,1,0,7761 Azoras Cir,,Colma,CA,94014,1 (11) 500 555-0126,Mr.,4,1,0.63394120421317401
1024,9510,Julie,R,Nara,1946-12-23 00:00:00,S,F,jnara@consolidatedmessenger,10000,3,0,Partial Co,Manual,0,1,89950 Castleton Corner,,Indianapolis,IN,46204,1 (11) 500 555-0199,Ms.,3,1,0.55209115098587702
1030,569,Josue,C,Ortega,1947-02-26 00:00:00,M,M,jortega@adventure-works.com,30000,1,0,Bachelors,Clerical,1,0,2215 La Corte Bonita,,Chula Vista,CA,91910,1 (11) 500 555-0136,Mr.,4,1,0.63394120421317401
1031,3291,Jerome,J,Ortega,1947-05-26 00:00:00,S,M,jortega@consolidatedmessenger,50000,2,0,Graduate D,Management,0,1,Redford Plaza,,Redford,MI,48239,1 (11) 500 555-0193,Mr.,0,1,0.55209115098587702
1034,43558806777,Julia,S,Perez,1980-09-10 00:00:00,S,F,jperez@lucernepublishing.com,20000,0,0,High Schoo,Manual,1,1,Foothills Mall,,Maryville,TN,37801,1 (11) 500 555-0114,Ms.,5,1,0.55209115098587702
1036,97707097530,Julia,E,Powell,1975-08-26 00:00:00,S,F,jpowell@cohovineyard.com,40000,2,2,Partial Co,Clerical,0,1,867 La Orinda Place,,Lincoln Acres,CA,91950,1 (11) 500 555-0114,Ms.,4,1,0.55209115098587702
1037,98388668298,Jennifer,A,Powell,1965-01-04 00:00:00,S,F,jpowell@cpandl.com,60000,1,0,Bachelors,Professional,1,1,6300 Lighthouse Way,,Concord,CA,94519,1 (11) 500 555-0116,Ms.,4,1,0.55209115098587702
1038,59308507442,Julian,J,Price,1959-10-07 00:00:00,S,M,jprice@baldwinmuseumofscience.com,40000,1,0,Partial Co,Clerical,1,1,9077 Windsor Drive,,Colma,CA,94014,831-555-0182,Mr.,4,1,0.55209115098587702
1040,13884021043,Jessica,,Price,1960-07-23 00:00:00,S,F,jprice@margiestravel.com,10000,2,0,Partial Co,Manual,0,0,1720 Medburn St,,Burien,WA,98168,1 (11) 500 555-0160,Ms.,1,1,0.63394120421317401
1041,9511,Julie,L,Rai,1963-12-17 00:00:00,M,F,jrai@adventure-works.com,50000,4,0,Graduate D,Skilled Manual,1,0,1792 Belmont Rd.,,Chula Vista,CA,91910,525-555-0168,Ms.,4,1,0.63394120421317401
1042,5776,Jaclyn,L,Raje,1963-08-15 00:00:00,S,F,jraje@margiestravel.com,20000,2,0,Partial Co,Manual,1,1,414 Joseph Ave,,Burien,WA,98168,1 (11) 500 555-0154,Ms.,1,1,0.55209115098587702
1043,5534,Jon,C,Raji,1970-12-15 00:00:00,M,M,jraji@adventure-works.com,40000,0,0,Bachelors,Skilled Manual,1,0,1343 Apple Drive,,Chula Vista,CA,91910,1 (11) 500 555-0114,Mr.,4,1,0.63394120421317401
1045,1928,Jodi,,Raji,1967-06-23 00:00:00,M,F,jraji@contoso.com,70000,0,0,Bachelors,Professional,1,1,8714 St. Paul Way,,Torrance,CA,90505,1 (11) 500 555-0111,Ms.,4,1,0.55209115098587702
1046,7810,Jerry,,Raji,1969-01-20 00:00:00,M,M,jraji@northwindtraders.com,20000,2,2,High Schoo,Manual,0,1,2135 St. Paul Way,,Kirkland,WA,98033,1 (11) 500 555-0190,Mr.,1,1,0.55209115098587702
1047,35718511343,Jade,R,Ramirez,1960-08-04 00:00:00,S,F,jramirez@alpineskihouse.com,40000,1,0,Partial Co,Clerical,0,1,2620 Tice,,Colma,CA,94014,120-555-0187,Ms.,4,1,0.55209115098587702
1049,98041783571,Jennifer,J,Richardson,1968-11-04 00:00:00,M,F,jrichardson@fineartschool.net,30000,2,2,Partial Co,Manual,1,0,1594 Ethan Ct.,,Olympia,WA,98501,1 (11) 500 555-0129,Ms.,1,1,0.63394120421317401
1050,36402265400,Jacqueline,,Richardson,1981-11-02 00:00:00,S,F,jrichardson@humongousinsurance.com,30000,0,0,Partial Co,Clerical,1,1,6994 Walnut Ave,,Corvallis,OR,97330,1 (11) 500 555-0130,Ms.,1,1,0.55209115098587702
1052,72734326100,Jose,,Roberts,1966-06-02 00:00:00,M,M,jroberts@litwareinc.com,50000,1,0,Bachelors,Professional,0,1,9551 Jones Rd,,Portland,OR,97205,117-555-0122,Mr.,1,1,0.55209115098587702
1055,6091,Javier,,Romero,1972-07-13 00:00:00,S,M,jromero@contoso.com,20000,1,1,Partial Co,Manual,1,0,8892 Columbia River Ct.,,Santa Cruz,CA,95062,1 (11) 500 555-0116,Mr.,4,1,0.63394120421317401
1057,6830,Jill,,Romero,1966-10-26 00:00:00,S,F,jromero@northwindtraders.com,80000,5,4,Partial Co,Professional,0,3,1877 Minert Rd.,,Everett,WA,98201,853-555-0137,Ms.,1,1,0.56077962044793983
1058,6272,Joanna,L,Rubio,1966-07-26 00:00:00,M,F,jrubio@cohovineyard.com,60000,1,0,Bachelors,Professional,1,1,7505 Laguna Boulevard,,Elk Grove,CA,95624,1 (11) 500 555-0158,Ms.,4,1,0.55209115098587702
1061,6529,Jonathon,,Rubio,1970-06-02 00:00:00,S,M,jrubio@northwindtraders.com,90000,2,0,Bachelors,Professional,1,0,824 Gregory Drive,,Edmonds,WA,98020,1 (11) 500 555-0155,Mr.,1,1,0.63394120421317401
1062,8580,Jesus,,Ruiz,1970-07-24 00:00:00,S,M,jruiz@adventure-works.com,90000,2,0,Bachelors,Professional,0,0,7419 San Ramon Road,,Chula Vista,CA,91910,1 (11) 500 555-0166,Mr.,4,1,0.63394120421317401
1064,1130,Jarrod,,Sai,1937-11-20 00:00:00,M,M,jsai@adventure-works.com,90000,4,0,Bachelors,Management,0,1,9365 G St.,,Burbank,CA,91502,898-555-0153,Mr.,4,1,0.55209115098587702
1065,4826,Joe,W,Sai,1957-02-24 00:00:00,S,M,jsai@humongousinsurance.com,40000,2,0,Bachelors,Management,1,1,6781 Mitchelleanjen Ln.,,Lebanon,OR,97355,1 (11) 500 555-0143,Mr.,1,1,0.55209115098587702
1067,6946,Jillian,,Sanchez,1977-10-09 00:00:00,S,F,jsanchez@thephone-company.com,30000,0,0,High Schoo,Manual,0,1,1158 Roundtree Place,,Spokane,WA,99202,1 (11) 500 555-0152,Ms.,1,1,0.55209115098587702
1068,6528,Jonathon,R,Sanz,1965-08-27 00:00:00,S,M,jsanz@blueyonderairlines.com,30000,4,0,Graduate D,Clerical,0,0,9472 Juliet Court,,Colma,CA,94014,1 (11) 500 555-0177,Mr.,4,1,0.63394120421317401
1072,76943817100,James,R,Scott,1973-02-05 00:00:00,M,M,jscott@cpandl.com,10000,2,2,High Schoo,Manual,1,1,7861 Yosemite Dr.,,Downey,CA,90241,1 (11) 500 555-0179,Mr.,4,1,0.55209115098587702
1075,4084,Jaime,E,Sharma,1983-05-21 00:00:00,S,M,jsharma@lucernepublishing.com,10000,0,0,Partial Co,Manual,1,1,P.o. Box 6256916,,Dallas,TX,75201,1 (11) 500 555-0115,Mr.,4,1,0.55209115098587702
1076,26904246800,Jonathan,A,Sharma,1969-08-06 00:00:00,S,M,jsharma@margiestravel.com,60000,0,0,Graduate D,Professional,0,1,1996 Sand Pointe Lane,,Bremerton,WA,98312,667-555-0183,Mr.,1,1,0.55209115098587702
1079,30745856761,Jocelyn,D,Simmons,1976-03-02 00:00:00,S,F,jsimmons@fineartschool.net,100000,0,5,High Schoo,Management,0,3,9754 Hilltop Dr,,Lynnwood,WA,98036,1 (11) 500 555-0122,Ms.,1,1,0.56077962044793983
1085,40962519600,Jacqueline,A,Stewart,1963-01-05 00:00:00,M,F,jstewart@lucernepublishing.com,10000,1,1,High Schoo,Manual,1,1,Corporate Office,,Garland,TX,75040,1 (11) 500 555-0120,Ms.,4,1,0.55209115098587702
1086,4866,Joe,L,Suarez,1968-11-27 00:00:00,S,M,jsuarez@consolidatedmessenger,60000,4,4,Bachelors,Professional,1,3,678 Eastman Ave.,,Midland,MI,48640,1 (11) 500 555-0136,Mr.,0,1,0.56077962044793983
1088,6938,Jillian,S,Subram,1982-01-02 00:00:00,M,F,jsubram@alpineskihouse.com,20000,0,0,Bachelors,Clerical,1,0,4551 Thistle Circle,,Colma,CA,94014,1 (11) 500 555-0132,Ms.,4,1,0.63394120421317401
1089,7243,Johnathan,M,Subram,1965-08-25 00:00:00,S,M,jsubram@consolidatedmessenger,70000,5,4,Partial Co,Skilled Manual,1,3,9920 North Telegraph Rd.,,Pontiac,MI,48342,1 (11) 500 555-0173,Mr.,0,1,0.56077962044793983
1090,4479,Jay,C,Subram,1960-07-06 00:00:00,M,M,jsubram@lucernepublishing.com,50000,1,0,Partial Co,Skilled Manual,1,1,5420 West 22500 South,,Salt Lake City,UT,84101,1 (11) 500 555-0147,Mr.,0,1,0.55209115098587702
1092,2283,Jessie,F,Sun,1972-09-02 00:00:00,S,M,jsun@proseware.com,40000,0,0,Graduate D,Clerical,0,0,4682 Deermeadow Way,,Lynnwood,WA,98036,1 (11) 500 555-0137,Mr.,1,1,0.63394120421317401
1093,9567,Joel,E,Suri,1959-02-17 00:00:00,M,M,jsuri@alpineskihouse.com,70000,4,3,High Schoo,Professional,1,1,7046 Slavio,,Colma,CA,94014,578-555-0187,Mr.,4,1,0.55209115098587702
1096,15983343124,Jeremiah,R,Thompson,1977-10-04 00:00:00,S,M,jthompson@northwindtraders.com,30000,0,0,Partial Co,Clerical,0,1,9970 Loma Linda,,Edmonds,WA,98020,1 (11) 500 555-0130,Mr.,1,1,0.55209115098587702
1097,87625473141,Jacob,S,Thompson,1965-03-20 00:00:00,S,M,jthompson@wingtiptoys.com,50000,1,0,Partial Co,Skilled Manual,1,1,9218 Sanford St.,,Walla Walla,WA,99362,495-555-0171,Mr.,1,1,0.55209115098587702
1098,8591,Jesus,B,Torres,1970-07-16 00:00:00,S,M,jtorres@cohovineyard.com,80000,5,5,Graduate D,Management,0,3,4915 Pear Dr.,,Newport Beach,CA,92625,1 (11) 500 555-0173,Mr.,4,1,0.56077962044793983
1099,73234332800,Jason,,Turner,1959-10-04 00:00:00,S,M,jturner@adatum.com,40000,1,0,Partial Co,Clerical,1,1,6239 Boyd Road,,Bellflower,CA,90706,471-555-0166,Mr.,4,1,0.55209115098587702
1103,27845095992,Justin,O,Wang,1967-05-15 00:00:00,M,M,jwang@lucernepublishing.com,90000,0,0,Partial Co,Professional,1,1,Fountains On The Lake,,Stafford,TX,77477,974-555-0142,Mr.,4,1,0.55209115098587702
1104,13953769207,Jessica,A,Washington,1951-03-20 00:00:00,M,F,jwashington@contoso.com,50000,2,1,Partial Co,Professional,0,1,6742 Cleaveland Road,,West Covina,CA,91791,584-555-0192,Ms.,4,1,0.55209115098587702
1105,84188447600,Justin,F,White,1979-11-28 00:00:00,S,M,jwhite@margiestravel.com,60000,0,0,Partial Hi,Skilled Manual,1,3,7427 Grove Way,,Burien,WA,98168,1 (11) 500 555-0167,Mr.,1,1,0.56077962044793983
1106,18308314085,Jeremiah,E,Williams,1973-10-26 00:00:00,S,M,jwilliams@adatum.com,60000,1,0,Graduate D,Professional,0,0,5607 Willow Creek Ct.,,Berkeley,CA,94704,845-555-0111,Mr.,4,1,0.63394120421317401
1107,85538419485,John,,Wilson,1963-04-12 00:00:00,M,M,jwilson@cpandl.com,50000,4,0,Graduate D,Skilled Manual,1,0,1061 Buskrik Avenue,,Coronado,CA,92118,993-555-0141,Mr.,4,1,0.63394120421317401
1110,7865,Johnny,P,Xie,1965-08-12 00:00:00,M,M,jxie@woodgrovebank.com,50000,1,0,Partial Co,Skilled Manual,1,1,25708 Dell Range Blvd.,,Cheyenne,WY,82001,1 (11) 500 555-0176,Mr.,3,1,0.55209115098587702
1112,4079,Jaime,N,Xu,1969-11-07 00:00:00,S,M,jxu@margiestravel.com,80000,0,0,Bachelors,Professional,0,1,7986 Terra Calitina,,Bellingham,WA,98225,1 (11) 500 555-0121,Mr.,1,1,0.55209115098587702
1113,2227,Jake,,Ye,1981-02-16 00:00:00,S,M,jye@cohovineyard.com,10000,1,1,High Schoo,Manual,1,0,8957 Maureen Circle,,Long Beach,CA,90802,1 (11) 500 555-0117,Mr.,4,1,0.63394120421317401
1114,1912,Jodi,J,Yuan,1976-02-11 00:00:00,M,F,jyuan@litwareinc.com,40000,2,2,Partial Co,Clerical,0,0,244 Donegal Court,,Woodburn,OR,97071,1 (11) 500 555-0169,Ms.,1,1,0.63394120421317401
1120,9911,Katie,R,Aggarwal,1969-01-16 00:00:00,M,F,kaggarwal@baldwinmuseumofscience.com,40000,1,0,Bachelors,Skilled Manual,0,0,9106 Edwards Ave.,,Colma,CA,94014,1 (11) 500 555-0145,Ms.,4,1,0.63394120421317401
1123,81222772000,Kyle,,Allen,1955-07-10 00:00:00,S,M,kallen@humongousinsurance.com,60000,2,1,Partial Co,Professional,0,1,463 Creekside Drive,,Lake Oswego,OR,97034,236-555-0164,Mr.,1,1,0.55209115098587702
1124,4143,Kristi,A,Alonso,1965-06-04 00:00:00,M,F,kalonso@adventure-works.com,50000,1,0,Partial Co,Skilled Manual,1,1,8246 Via Del Sol,,Chula Vista,CA,91910,1 (11) 500 555-0154,Ms.,4,1,0.55209115098587702
1125,725,Kellie,B,Alvarez,1973-05-20 00:00:00,M,F,kalvarez@cpandl.com,70000,5,0,Graduate D,Professional,1,0,8967 Chrislend Court,,Concord,CA,94519,528-555-0178,Ms.,4,1,0.63394120421317401
1126,2129,Karl,,Anand,1973-06-28 00:00:00,M,M,kanand@cohovineyard.com,30000,0,0,Bachelors,Clerical,1,0,1397 Paraiso Ct.,,Los Angeles,CA,90012,1 (11) 500 555-0133,Mr.,4,1,0.63394120421317401
1128,7606,Kelsey,,Anand,1973-09-19 00:00:00,S,F,kanand@margiestravel.com,50000,0,0,Graduate D,Skilled Manual,0,0,5622 Geary,,Burien,WA,98168,1 (11) 500 555-0185,Ms.,1,1,0.63394120421317401
1129,4570,Kari,B,Arun,1971-06-25 00:00:00,M,F,karun@alpineskihouse.com,10000,3,3,Partial Hi,Manual,1,1,2809 Via Montana,,Colma,CA,94014,1 (11) 500 555-0192,Ms.,4,1,0.55209115098587702
1131,9894,Kristin,,Bhat,1959-12-03 00:00:00,M,F,kbhat@alpineskihouse.com,50000,5,0,Graduate D,Skilled Manual,1,0,259 Thames Drive,,Colma,CA,94014,794-555-0118,Ms.,4,1,0.63394120421317401
1132,2127,Karl,G,Bhat,1966-07-17 00:00:00,S,M,kbhat@contoso.com,80000,5,4,Partial Co,Professional,0,3,North County Square,,Vista,CA,92084,383-555-0197,Mr.,4,1,0.56077962044793983
1134,8695,Kathleen,R,Blanco,1951-05-20 00:00:00,S,F,kblanco@cohovineyard.com,50000,2,1,Partial Co,Professional,0,1,1955 Montgomery Ave,,National City,CA,91950,967-555-0142,Ms.,4,1,0.55209115098587702
1137,10218,Kenneth,A,Chande,1964-08-08 00:00:00,S,M,kchande@fineartschool.net,70000,5,4,Partial Co,Skilled Manual,1,3,9297 Kenston Dr.,,Newport Hills,WA,98006,1 (11) 500 555-0172,Mr.,1,1,0.56077962044793983
1139,7624,Kara,,Chander,1981-08-01 00:00:00,M,F,kchander@fabrikam.com,20000,0,0,Partial Co,Manual,0,0,9037 Saddlehill Lane,,Beaverton,OR,97005,1 (11) 500 555-0155,Ms.,1,1,0.63394120421317401
1140,7599,Kelsey,,Chander,1980-02-16 00:00:00,M,F,kchander@fineartschool.net,20000,0,0,High Schoo,Manual,0,1,3923 Dew Drop Circle,,Olympia,WA,98501,1 (11) 500 555-0112,Ms.,1,1,0.55209115098587702
1141,10219,Kenneth,L,Chander,1965-03-05 00:00:00,S,M,kchander@lucernepublishing.com,20000,1,0,Graduate D,Clerical,1,0,25220 Airline Road,,Corpus Christi,TX,78404,1 (11) 500 555-0145,Mr.,4,1,0.63394120421317401
1142,1872,Kate,,Chander,1965-11-10 00:00:00,M,F,kchander@woodgrovebank.com,60000,1,0,Partial Co,Skilled Manual,0,1,4778 Geary Road,,Cheyenne,WY,82001,1 (11) 500 555-0148,Ms.,3,1,0.55209115098587702
1143,8060,Karen,,Chen,1963-09-03 00:00:00,S,F,kchen@cpandl.com,20000,2,0,Partial Co,Manual,1,1,5123 Gumwood,,Concord,CA,94519,1 (11) 500 555-0185,Ms.,4,1,0.55209115098587702
1145,23785996437,Kyle,M,Coleman,1975-06-14 00:00:00,S,M,kcoleman@northwindtraders.com,30000,0,0,High Schoo,Manual,1,1,2187 S. Rosal Ave,,Lynnwood,WA,98036,1 (11) 500 555-0155,Mr.,1,1,0.55209115098587702
1149,4590,Kari,,Diaz,1966-09-13 00:00:00,M,F,kdiaz@contoso.com,10000,1,0,Graduate D,Manual,1,0,7086 C Wharton Way,,Santa Cruz,CA,95062,1 (11) 500 555-0161,Ms.,4,1,0.63394120421317401
1150,6382,Krista,,Dominguez,1959-12-19 00:00:00,S,F,kdominguez@contoso.com,10000,2,0,Partial Co,Manual,0,1,9963 Tresser Blvd.,,Stamford,CT,6901,1 (11) 500 555-0133,Ms.,0,1,0.55209115098587702
1151,8692,Kathleen,,Dominguez,1983-09-10 00:00:00,S,F,kdominguez@cpandl.com,20000,5,5,High Schoo,Manual,1,1,8028 39th Avenue,,Daly City,CA,94015,1 (11) 500 555-0149,Ms.,4,1,0.55209115098587702
1156,1266,Kaitlin,C,Garcia,1967-02-28 00:00:00,M,F,kgarcia@lucernepublishing.com,90000,0,0,Partial Co,Professional,0,1,First Colony Mall,,Sugar Land,TX,77478,441-555-0123,Ms.,4,1,0.55209115098587702
1157,32129694223,Kelly,,Gonzales,1964-07-20 00:00:00,M,F,kgonzales@cpandl.com,50000,1,0,Partial Co,Skilled Manual,1,1,4487 Ahwanee Lane,#2,Concord,CA,94519,287-555-0122,Ms.,4,1,0.55209115098587702
1158,9358,Kristina,,Gonzalez,1962-07-03 00:00:00,S,F,kgonzalez@litwareinc.com,40000,2,0,Partial Co,Clerical,0,1,4426 Scenic Avenue,Unit D4,Portland,OR,97205,651-555-0133,Ms.,1,1,0.55209115098587702
1159,4583,Kari,H,Gonzalez,1945-03-13 00:00:00,S,F,kgonzalez@lucernepublishing.com,30000,1,0,Bachelors,Clerical,0,0,9491 Toyon Dr,,Dallas,TX,75201,1 (11) 500 555-0196,Ms.,4,1,0.63394120421317401
1162,8052,Krystal,,He,1979-12-23 00:00:00,S,F,khe@margiestravel.com,30000,0,0,Partial Co,Clerical,0,1,1544 Honey Court,,Burien,WA,98168,1 (11) 500 555-0141,Ms.,1,1,0.55209115098587702
1164,6849,Kendra,,Hernandez,1945-05-09 00:00:00,M,F,khernandez@margiestravel.com,20000,1,0,Bachelors,Clerical,1,0,1841 Prestwick Drive,,Burien,WA,98168,1 (11) 500 555-0156,Ms.,1,1,0.63394120421317401
1166,24028800700,Kevin,M,Jenkins,1972-04-23 00:00:00,S,M,kjenkins@margiestravel.com,10000,2,2,High Schoo,Manual,1,1,872 Patterson Blvd.,,Bremerton,WA,98312,1 (11) 500 555-0110,Mr.,1,1,0.55209115098587702
1168,4140,Kristi,A,Jimenez,1964-10-08 00:00:00,S,F,kjimenez@contoso.com,10000,1,1,High Schoo,Manual,1,1,9975 Union St.,,Waterbury,CT,6710,1 (11) 500 555-0185,Ms.,0,1,0.55209115098587702
1171,78837413787,Kyle,,King,1977-04-25 00:00:00,M,M,kking@margiestravel.com,50000,0,0,Graduate D,Skilled Manual,1,0,5509 Newcastle Road,,Bothell,WA,98011,746-555-0146,Mr.,1,1,0.63394120421317401
1172,9475,Kathryn,D,Kumar,1977-07-07 00:00:00,S,F,kkumar@cohovineyard.com,90000,0,0,High Schoo,Management,0,3,6657 Camino Solano,,National City,CA,91950,1 (11) 500 555-0114,Ms.,4,1,0.56077962044793983
1173,105,Kelvin,M,Kumar,1974-03-02 00:00:00,S,M,kkumar@margiestravel.com,80000,4,4,Graduate D,Management,0,1,4734 Sycamore Court,,Bellingham,WA,98225,1 (11) 500 555-0159,Mr.,1,1,0.55209115098587702
1174,9881,Kristin,K,Lal,1973-01-07 00:00:00,M,F,klal@adatum.com,10000,2,2,High Schoo,Manual,1,0,2082 S. Bascom Ave.,,Bellflower,CA,90706,1 (11) 500 555-0114,Ms.,4,1,0.63394120421317401
1176,10120,Kristen,,Liang,1970-01-01 00:00:00,M,F,kliang@alpineskihouse.com,70000,4,0,Graduate D,Professional,0,0,3320 North Th St,,Colma,CA,94014,288-555-0185,Ms.,4,1,0.63394120421317401
1177,8040,Krystal,,Lin,1961-07-02 00:00:00,S,F,klin@cohovineyard.com,70000,3,2,Partial Co,Professional,1,0,9825 Coralie Drive,,Novato,CA,94947,150-555-0112,Ms.,4,1,0.63394120421317401
1179,76,Kelvin,M,Liu,1972-06-02 00:00:00,M,M,kliu@cohovineyard.com,50000,2,2,Bachelors,Skilled Manual,1,1,6110 Price Lane,,Lincoln Acres,CA,91950,563-555-0181,Mr.,4,1,0.55209115098587702
1180,84,Kelvin,O,Lu,1962-06-24 00:00:00,S,M,klu@cohovineyard.com,100000,1,1,Bachelors,Management,1,3,5899 Mt. Wilson Place,,Novato,CA,94947,1 (11) 500 555-0182,Mr.,4,1,0.56077962044793983
1184,6845,Kendra,,Martin,1971-07-15 00:00:00,M,F,kmartin@cpandl.com,40000,0,0,Bachelors,Clerical,1,0,3421 Gehringer Drive,,Daly City,CA,94015,1 (11) 500 555-0129,Ms.,4,1,0.63394120421317401
1186,6425,Kristy,,Moreno,1971-12-24 00:00:00,S,F,kmoreno@northwindtraders.com,30000,1,1,Bachelors,Clerical,1,0,9212 Tupelo Drive,,Everett,WA,98201,1 (11) 500 555-0153,Ms.,1,1,0.63394120421317401
1190,5376,Kelli,E,Nara,1973-12-14 00:00:00,S,F,knara@thephone-company.com,50000,2,2,Bachelors,Skilled Manual,1,0,1354 Catalpa Court,,Tacoma,WA,98403,221-555-0115,Ms.,1,1,0.63394120421317401
1191,1675,Kurt,E,Nath,1983-06-24 00:00:00,M,M,knath@alpineskihouse.com,10000,0,0,Partial Co,Manual,0,1,4496 Hurlstone Ct.,,Colma,CA,94014,1 (11) 500 555-0180,Mr.,4,1,0.55209115098587702
1194,74872534900,Kyle,A,Nelson,1966-08-09 00:00:00,M,M,knelson@fineartschool.net,110000,1,3,Bachelors,Management,1,1,8310 Ridge Circle,,Monroe,WA,98272,865-555-0139,Mr.,1,1,0.55209115098587702
1196,9480,Kathryn,C,Pal,1963-09-24 00:00:00,M,F,kpal@cohovineyard.com,10000,1,1,High Schoo,Manual,0,1,5118 Boxwood Dr.,,Mill Valley,CA,94941,1 (11) 500 555-0133,Ms.,4,1,0.55209115098587702
1197,1868,Kate,A,Pal,1975-03-12 00:00:00,M,F,kpal@cpandl.com,40000,2,2,Partial Co,Clerical,1,1,4951 Carlos Dr.,,Concord,CA,94519,1 (11) 500 555-0119,Ms.,4,1,0.55209115098587702
1199,56546508100,Kayla,R,Perry,1974-12-17 00:00:00,S,F,kperry@woodgrovebank.com,80000,4,4,Graduate D,Management,1,1,2899 Cimarron Drive,,Yakima,WA,98901,1 (11) 500 555-0111,Ms.,1,1,0.55209115098587702
1201,23798892500,Kyle,,Powell,1961-11-13 00:00:00,S,M,kpowell@thephone-company.com,70000,2,1,Partial Co,Professional,1,0,8000 Kiska Court,,Redmond,WA,98052,113-555-0182,Mr.,1,1,0.63394120421317401
1202,9348,Kristina,L,Prasad,1963-06-25 00:00:00,S,F,kprasad@cohovineyard.com,30000,0,0,Bachelors,Clerical,1,0,9846 Powell Drive,,Long Beach,CA,90802,1 (11) 500 555-0136,Ms.,4,1,0.63394120421317401
1205,9486,Kathryn,L,Rai,1976-02-12 00:00:00,S,F,krai@cohovineyard.com,30000,0,0,High Schoo,Manual,0,1,Ontario Mills,,Ontario,CA,91764,1 (11) 500 555-0145,Ms.,4,1,0.55209115098587702
1209,9670,Kenneth,,Raji,1968-07-16 00:00:00,S,M,kraji@cohovineyard.com,60000,4,4,Bachelors,Professional,1,3,521 Red Leaf Way,,La Jolla,CA,92806,1 (11) 500 555-0122,Mr.,4,1,0.56077962044793983
1212,35536968708,Kaylee,L,Ramirez,1964-02-17 00:00:00,S,F,kramirez@alpineskihouse.com,50000,1,0,Partial Co,Skilled Manual,0,1,3384 Malibu Place,,Colma,CA,94014,489-555-0112,Ms.,4,1,0.55209115098587702
1214,4575,Kari,B,Rana,1981-02-17 00:00:00,M,F,krana@thephone-company.com,30000,0,0,Partial Co,Clerical,1,1,6244 Bayviews Circle,,Seattle,WA,98104,1 (11) 500 555-0149,Ms.,1,1,0.55209115098587702
1215,39324553608,Katelyn,,Reed,1976-09-24 00:00:00,M,F,kreed@cohovineyard.com,50000,1,1,Graduate D,Skilled Manual,1,0,3883 Kirkwood Dr,,Novato,CA,94947,112-555-0144,Ms.,4,1,0.63394120421317401
1224,9360,Kristina,,Sanchez,1957-02-24 00:00:00,S,F,ksanchez@adatum.com,30000,1,0,Bachelors,Skilled Manual,1,1,6228 La Cadena,,Bellflower,CA,90706,139-555-0193,Ms.,4,1,0.55209115098587702
1226,6386,Krista,,Serrano,1971-09-22 00:00:00,S,F,kserrano@baldwinmuseumofscience.com,40000,0,0,Bachelors,Clerical,0,0,8743 Roanwood Way,,Colma,CA,94014,1 (11) 500 555-0192,Ms.,4,1,0.63394120421317401
1228,10213,Kenneth,,Shan,1973-08-10 00:00:00,M,M,kshan@cohovineyard.com,110000,1,0,Graduate D,Management,1,0,4393 Ridge Road,,Newport Beach,CA,92625,1 (11) 500 555-0160,Mr.,4,1,0.63394120421317401
1229,7618,Kara,,Shan,1982-08-18 00:00:00,S,F,kshan@lucernepublishing.com,20000,0,0,Bachelors,Clerical,0,0,C/o Arrow Electronics,,Memphis,TN,38103,1 (11) 500 555-0192,Ms.,5,1,0.63394120421317401
1230,9882,Kristin,,Sharma,1970-10-05 00:00:00,S,F,ksharma@adventure-works.com,20000,1,1,High Schoo,Manual,0,1,5446 Via Estrella,,Chula Vista,CA,91910,1 (11) 500 555-0139,Ms.,4,1,0.55209115098587702
